artist_name,artist_uri
Jurassic 5,spotify:artist:6wFId9Jhuf9AKVzWboOj2B
Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx
MisterWives,spotify:artist:5ivCbtrcD5N4rD337xIb2z
Arctic Monkeys,spotify:artist:7Ln80lUS6He07XvHI8qqHH
James Vincent McMorrow,spotify:artist:7FDlvgcodNfC0IBdWevl4u
Modest Mouse,spotify:artist:1yAwtBaoHLEDWAnWR87hBT
Foster The People,spotify:artist:7gP3bB2nilZXLfPHJhMdvc
alt-J,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5
Passion Pit,spotify:artist:7gjAu1qr5C2grXeQFFOGeh
Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb
Family of the Year,spotify:artist:7zsin6IgVsR1rqSRCNYDwq
Oasis,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4
MGMT,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE
Cage The Elephant,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3
The Black Keys,spotify:artist:7mnBLXK823vNxN3UWB7Gfz
The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW
Dispatch,spotify:artist:6v4jPZO3UIDNJIgdxRxtr9
The Growlers,spotify:artist:2RhgnQNC74QoBlaUvT4MEe
Alabama Shakes,spotify:artist:16GcWuvvybAoaHr0NqT8Eh
Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx
The White Stripes,spotify:artist:4F84IBURUo98rz4r61KF70
Of Monsters and Men,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz
Phoenix,spotify:artist:1xU878Z1QtBldR7ru9owdU
Broken Bells,spotify:artist:6dgwEwnK0YtDfS9XhRwBTG
Jake Bugg,spotify:artist:4hf3caW9H8uFwwbv5pFjcg
Arcade Fire,spotify:artist:3kjuyTCjPG1WMFCiyc5IuB
Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS
Jimi Hendrix,spotify:artist:776Uo845nYHJpNaStv1Ds4
Bon Iver,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ
Britney Spears,spotify:artist:26dSoYclwsYLMAKD3tpOr4
Kesha,spotify:artist:6LqNN22kT3074XbTVUrhzX
Nickelback,spotify:artist:6deZN1bslXzeGvOLaLMOIF
Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY
Keri Hilson,spotify:artist:63wjoROpeh5f11Qm93UiJ1
Nelly Furtado,spotify:artist:2jw70GZXlAI8QzWeY2bgRc
Maejor Ali,spotify:artist:1l7P8zlCKFbvOtUYYoJtoV
Katy Perry,spotify:artist:6jJ0s89eD6GaHleKKya26X
fun.,spotify:artist:5nCi3BB41mBaMH9gfr6Su0
P!nk,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Akon,spotify:artist:0z4gvV4rjIZ9wHck67ucSV
Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP
Iyaz,spotify:artist:5tKXB9uuebKE34yowVaU3C
Busta Rhymes,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK
The Pussycat Dolls,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ
Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3
T-Wayne,spotify:artist:4MIULe6tfg2loNzBy5B9eu
B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT
3OH!3,spotify:artist:0FWzNDaEu9jdgcYTbcOa4F
The All-American Rejects,spotify:artist:3vAaWhdBR38Q02ohXqaNHT
Sean Paul,spotify:artist:3Isy6kedDrgPYoTS1dazA9
Mike Posner,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa
Carly Rae Jepsen,spotify:artist:6sFIWsNpZYqfjUpaCgueju
Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR
Whitney Houston,spotify:artist:6XpaIBNiVzIetEPCWDvAFP
Hannah Montana,spotify:artist:7nU4hB040gTmHm45YYMvqc
Ty Dolla $ign,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq
Rebelution,spotify:artist:2WjvvwAX0mdWwq3aFuUdtc
Dirty Heads,spotify:artist:6GkJh85o22LfD2vgL9DP6f
The Expendables,spotify:artist:2OpHxx1SArSMlBrIMM0aV9
Shaggy,spotify:artist:5EvFsr3kj42KNv97ZEnqij
Peter Tosh,spotify:artist:0oea1hwGMfUxZbLxJc1XUN
Bob Marley & The Wailers,spotify:artist:2QsynagSdAqZj3U9HgDzjD
Matisyahu,spotify:artist:5eyMzR1hYiEZtN2c9ly2kw
Jay Sean,spotify:artist:4pADjHPWyrlAF0FA7joK2H
Fergie,spotify:artist:3r17AfJCCUqC9Lf0OAc73G
High School Musical Cast,spotify:artist:2gUMs9PE8XZVQyzCDqaYmW
Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02
Pitbull,spotify:artist:0TnOYISbd1XYRBk9myaseg
Sean Kingston,spotify:artist:6S0dmVVn4udvppDhZIWxCr
Kelis,spotify:artist:0IF46mUS8NXjgHabxk2MCM
T.I.,spotify:artist:4OBJLual30L7gRl5UkeRcT
Gwen Stefani,spotify:artist:4yiQZ8tQPux8cPriYMWUFP
Kelly Clarkson,spotify:artist:3BmGtnKgCSGYIUhmivXKWX
The Black Eyed Peas,spotify:artist:1yxSLGMDHlW21z4YXirZDS
OutKast,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7
Troy,spotify:artist:6zTbBugfNc95zo8ClFDhIn
R. Kelly,spotify:artist:2mxe0TnaNL039ysAj51xPQ
Cobra Starship,spotify:artist:2aYJ5LAta2ScCdfLhKgZOY
Bobby Helms,spotify:artist:38EmEgXkgK51MT2tPY0EoC
Brenda Lee,spotify:artist:4cPHsZM98sKzmV26wlwD2W
Renee Olstead,spotify:artist:19B0pJt4UEl3fUijGTRzxB
Tennessee Ernie Ford,spotify:artist:7u6FSuqT3SWE2kO8rNVjfp
Connie Francis,spotify:artist:3EY5DxGdy7x4GelivOjS2Q
Patsy Cline,spotify:artist:7dNsHhGeGU5MV01r06O8gK
Bobby Vinton,spotify:artist:6bOYtKnpLPQSfMpS2ilotK
Johnny Mathis,spotify:artist:21LGsW7bziR4Ledx7WZ1Wf
The Platters,spotify:artist:6KWcxMWVNVIYbdOQyJtsSy
Tammy Wynette,spotify:artist:1LFKKuzn302wp15dYH28id
The Chordettes,spotify:artist:62GnBjssWSXBlKvQohT2Bk
Little Peggy March,spotify:artist:09vvlnqwFaimZwGAvpXgqy
Santo & Johnny,spotify:artist:4hGjngc0tPOBwTgTPci3IK
The Flamingos,spotify:artist:6iygtKnPG7TRvDaTYcLOd6
The Coasters,spotify:artist:3QZKZBEmr54lAVI5XvmjnM
Kay Starr,spotify:artist:7rpf45DdbpweG51Acze45i
Fats Domino,spotify:artist:09C0xjtosNAIXP36wTnWxd
Marty Robbins,spotify:artist:0Xi59sEw38vRvwleSAVqoo
Henry Mancini,spotify:artist:2EExdpjU4SK3xnJHO5paJf
Johnny Mercer,spotify:artist:5cBHm2CXrbncYIDzrxF4Vi
Patti Page,spotify:artist:4nZN9kln8toEzOifhWG2uF
The Neighbourhood,spotify:artist:77SW9BnxLY8rJ0RciFqkHh
Lupe Fiasco,spotify:artist:01QTIT5P1pFP3QnnFSdsJf
YG,spotify:artist:0A0FS04o6zMoto8OKPsDwY
Flosstradamus,spotify:artist:2FmzVitXZjIkFolH8HXd4j
Vince Staples,spotify:artist:68kEuyFKyqrdQQLLsmiatm
Dr. Dre,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7
Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn
ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m
Father,spotify:artist:10AY17ALos2o3akPqrPydw
"Tyler, The Creator",spotify:artist:4V8LLVI7PbaPR0K2TGSxFF
Waka Flocka Flame,spotify:artist:6f4XkbvYlXMH0QgVRzW0sM
PARTYNEXTDOOR,spotify:artist:2HPaUgqeutzr3jx5a9WyDV
DJ Mustard,spotify:artist:0YinUQ50QDB7ZxSCLyQ40k
Will Claye,spotify:artist:29ko7p6q0gVHvzy7B2alol
Juicy J,spotify:artist:5gCRApTajqwbnHHPbr2Fpi
Fat Joe,spotify:artist:3ScY9CQxNLQei8Umvpx5g6
Deorro,spotify:artist:6VD4UEUPvtsemqD3mmTqCR
M.I.A.,spotify:artist:0QJIPDAEDILuo8AIq3pMuU
RL Grime,spotify:artist:5eIbEEQnDM8yuDVB0bimSP
Carolina Liar,spotify:artist:0OuSnRyi1OkLPkR4AqzJwi
Noisestorm,spotify:artist:2BuSNpxpMGJGiAAWJYJT2t
The Cataracs,spotify:artist:7C64wNX3howEFZjAYRKsfP
Avicii,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6
Nadia Ali,spotify:artist:1C60viSZv6BoYtrnkZ44g5
Bassnectar,spotify:artist:1JPy5PsJtkhftfdr6saN2i
Steve Aoki,spotify:artist:77AiFEVeAVj2ORpC85QVJs
Nina Simone,spotify:artist:7G1GBhoKtEPnP86X2PvEYO
Joey Bada$$,spotify:artist:2P5sC9cVZDToPxyomzF1UH
Basenji,spotify:artist:4FH1qQ5KcTtomryu4O5pgX
Bombs Away,spotify:artist:1YlyxjwYNSjBD0NAJGEfWB
Gregor Salto,spotify:artist:0l59CBSPDfKBXlyHya0pew
Leikeli47,spotify:artist:0DtXHIvJ8NWBg5pGvsgWnR
*NSYNC,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o
Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H
Skrillex,spotify:artist:5he5w2lnU9x7JFhnwcekXX
Knife Party,spotify:artist:2DuJi13MWHjRHrqRUwk8vH
Case & Point,spotify:artist:1Bj395MP3AL2B6KouMzkFO
Favright,spotify:artist:6drePuJljld7X7xb7s63EK
Nitro Fun,spotify:artist:4XU5f8nGiPMr6eetud6epC
Pegboard Nerds,spotify:artist:0lLY20XpZ9yDobkbHI7u1y
Pegboard Nerds & Tristam,spotify:artist:2IbVD6JhuZRTUzQVeNz1yx
Rogue,spotify:artist:3zuevuwyBq4MiQzPB3nvW2
Hellberg,spotify:artist:1kgxTtyF91VaqLD3J6Krd5
Pixl,spotify:artist:210hjvKOh716ZO4ErE3x22
Tut Tut Child,spotify:artist:6EmSzH0r12lNsYQCFzCFS3
Sound Remedy,spotify:artist:1UtzKaSQyctQO8GN8EyzOn
Manian,spotify:artist:2zgkC2iqDlq3FcI2B7ChnD
Aero Chord,spotify:artist:6lO3fSdhsdpeOcrbqAJsRU
ItaloBrothers,spotify:artist:5nkYRuiIHg2xXHFC8bfosJ
Going Quantum,spotify:artist:14XqctcPu0lzQjrUZ06Tsn
Razihel,spotify:artist:5RKCVcnmcgyhFf85I4Ry9O
Dubsidia,spotify:artist:5KeW23ZrLLx79dyo1ERAHj
The Enigma Tng,spotify:artist:0KhNfXO8YvC5PAztqARMYb
Astronaut,spotify:artist:7lcbOlKjk4gLsCxd481hik
Adventure Club,spotify:artist:5CdJjUi9f0cVgo9nFuJrFa
Ephixa,spotify:artist:7xYcJfhrRx9Iv8smhoEibc
Snavs,spotify:artist:4xFadP7L1YVwVSjDDfjKjM
Excision,spotify:artist:5FKchcZpQOkqFvXBj1aCvb
Panda Eyes,spotify:artist:3K0GDmmiRwn1Zc7RZzTeAz
Slips & Slurs,spotify:artist:6synnkwbKNnqNHIG1wNiq4
Feint,spotify:artist:6RQ9kYbHisp1UUbnfwHNeU
Datsik,spotify:artist:48q2mPVwlKnlSaCx07i6Ta
Televisor,spotify:artist:5h4HpujvLoTaqy2tkrs2DC
SCNDL,spotify:artist:3Y7sK4nACC8R7WwAUUumCL
Botnek,spotify:artist:56coS2IZSVdhIlHyzR75mK
Stephen Walking,spotify:artist:0FvgCHaMG7KL6M83yJuhmL
Varien,spotify:artist:2g1JSu9UfRcQQYb3b03Km7
Tristam,spotify:artist:28Ky95tmlHktB96DBUoB0g
Genisis,spotify:artist:0LFMnKoKyyeXdzRO0OEMVE
Alan Walker,spotify:artist:7vk5e3vY1uw9plTHJAMwjN
Lensko,spotify:artist:2NZMqINcyfepvLxQJdzcZk
Spektrem,spotify:artist:1bNEG4iSClCqQRyZgho3YV
Disfigure,spotify:artist:6qS98hCc0GWwq1AShPNl2w
Dillon Francis,spotify:artist:5R3Hr2cnCCjt220Jmt2xLf
Aryay,spotify:artist:04fmPLmzpRLUoTCmxWN0lj
M4SONIC,spotify:artist:4yNEottwYQXAIenwiz8eRJ
Monstaz.,spotify:artist:0iVpOORKECahYu3FggiXFt
Tha New Team,spotify:artist:49OzrOClr0zwUPSzhkDmxq
Apashe,spotify:artist:1fd3fmwlhrDl2U5wbbPQYN
Lookas,spotify:artist:27fy6rHPC58Eo2VUu0iJSG
Mr FijiWiji,spotify:artist:2uEo8Rajpdz1AqineCVLHq
Belzebass,spotify:artist:36vcmmXCPj6P7b2p3E5VPI
culineR,spotify:artist:2qjffj1WyswrFJDcxLM9ch
Vexento,spotify:artist:3tYJfCciy07wTBt2HpjCQw
DJ Airecho,spotify:artist:7dVKallOmdYfmt6WQSkJZl
Ash O'Connor,spotify:artist:46gPTLGbjJnpvh3juX4hGQ
Flux Pavilion,spotify:artist:7muzHifhMdnfN1xncRLOqk
Duwell,spotify:artist:5VwuvAn9fYn52t5VS4b4jD
Deliri0us,spotify:artist:4oW0RLzj0zK3Wg9hmn9hik
Draper,spotify:artist:5Z8Qlj0jWh0OOmJ55EwSnu
Sean n Bobo,spotify:artist:103zZIAcwl0YzWGL87U6O6
Abram Chupwell,spotify:artist:6FfWWuzzIAjRn7H50RHIVZ
TheFatRat,spotify:artist:3OKg7YbOIatODzkRIbLJR4
Tritonal,spotify:artist:521qvhdobR0GzhvU6TFw76
The Americanos,spotify:artist:4XxgN35ZzxIrzUH9Fz8e1y
Hollywood Undead,spotify:artist:0CEFCo8288kQU7mJi25s6E
Porter Robinson,spotify:artist:3dz0NnIZhtKKeXZxLOxCam
Cascada,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp
NERO,spotify:artist:4uRYpUQZrNrY5t8tAv3XrD
R3HAB,spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ
Tujamo,spotify:artist:2vVNxGBvKRQMWwI5c8KmYh
Hillsong Worship,spotify:artist:3SgHzT552wy2W8pNLaLk24
Hillsong United,spotify:artist:74cb3MG0x0BOnYNW1uXYnM
Chris Tomlin,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m
Planetshakers,spotify:artist:5A0SFJQSdSjFHGcndiGT1s
Jenn Johnson,spotify:artist:0cuW2lF0YWb9VUyHOnvnsO
Kalley Heiligenthal,spotify:artist:1VfUR2Su5Ags5Im3mZGnPo
Jesus Culture,spotify:artist:0Onvkz1Nbs4wHXXUwOIGk8
Amanda Cook,spotify:artist:53Gnd3lGlcL8ua9Yyu9xDP
Kristene Dimarco,spotify:artist:0uWNGisbRTdz6E5O3V3Sc8
Melissa Helser,spotify:artist:0cng44S55pPu1nDrtFFy7r
Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ
Steffany Gretzinger,spotify:artist:2akNRvGNB400IDDUMr1PHW
Phil Wickham,spotify:artist:5d1JhBfyb58upMXCZOdbQu
Bethel Music,spotify:artist:26T4yOaOoFJvUvxR87Y9HO
Matt Maher,spotify:artist:1dPl8axUL09mso0myZqPZW
Newsboys,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62
for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC
Kari Jobe,spotify:artist:5XlSS9O4eHRiJ0hKzbaFQ2
Mosaic MSC,spotify:artist:4hAridhpYF50cbO6o7jB3b
Shane & Shane,spotify:artist:2LFbgsbEhfilNpQYW7mied
Jeremy Riddle,spotify:artist:6jZbQXvNtDjnj18yoHMuvi
Gateway Worship,spotify:artist:2b6REyd5UBBp4ZPDhZ2TNB
Lindy Conant,spotify:artist:3HBamWgGvg9KLfFlkpOkEk
Jason Upton,spotify:artist:1vaOLxWPpsv5LVsSHBy9tF
Citipointe Live,spotify:artist:5aCopGFOGbHyfqe3yotDPu
Elevation Worship,spotify:artist:3YCKuqpv9nCsIhJ2v8SMix
Matt Gilman,spotify:artist:73hSbuO7zeiAnHpkyhQN5P
Bryan & Katie Torwalt,spotify:artist:7bvAtcPT3evvSeHDyu2zBC
Rend Collective,spotify:artist:11Y54BxlxC3UIAUkU2eadQ
I AM THEY,spotify:artist:0XJ5RIvhlOL0harjI9jZvX
Audio Adrenaline,spotify:artist:01PBXLThJADrhufsPS5tER
Marie Miller,spotify:artist:6zO6YtmClhozAfxR05frh2
Aaron Shust,spotify:artist:0oM8RWZXhJYSnzGdepP7fM
Tenth Avenue North,spotify:artist:7v35CkHBaT1SStgQHl95a0
SEU Worship,spotify:artist:7M7UXUwtz3Wb25PVS8dwHs
Citipointe,spotify:artist:2Zy0oRy2CKDXbaxpb5M79l
Women of Joy & Charles Billingsley,spotify:artist:1pbp9Lj8pLP8TalAsumfPG
Southlen,spotify:artist:71XJASle60RmT6mpTwTfkR
Kings Kaleidoscope,spotify:artist:6P9fFbQ875B2bnmdiYwN9A
Andy Grammer,spotify:artist:2oX42qP5ineK3hrhBECLmj
Tanlines,spotify:artist:7pW390CJdmhakvtcGZIqGP
Drop City Yacht Club,spotify:artist:1ltvR0EnKd5qhBbdWEe87Q
Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38
Lily Allen,spotify:artist:13saZpZnCDWOI9D4IJhp1f
Lesbians On Ecstasy,spotify:artist:58S7LJqgdaun5L6zNKmui8
Melissa Etheridge,spotify:artist:01Ppu7N8uYJI8SAONo2YZA
Vance Joy,spotify:artist:10exVja0key0uqUkk6LJRT
Supercombo,spotify:artist:73HkjgziMO6I83vFOS8mo1
Sandy & Junior,spotify:artist:05mFGgWzooDQMWGNcNsM05
Helloween,spotify:artist:4pQN0GB0fNEEOfQCaWotsY
Los Hermanos,spotify:artist:7Brxri4l1ATShikyHXsEr6
Kate Nash,spotify:artist:5vBKu1igxFo6g1sHADkIdg
Chicks On Speed,spotify:artist:4EySud7Ww0GNvkwhRYZHLV
Robots In Disguise,spotify:artist:6p0e3Ff2s0DVh1I7WjOeqq
Sheryl Crow,spotify:artist:4TKTii6gnOnUXQHyuo9JaD
Joan Osborne,spotify:artist:0djV4iaxhNfYWpH60ia85o
Tom Odell,spotify:artist:2txHhyCwHjUEpJjWrEyqyX
2OIS,spotify:artist:4kRnZnr1X02G568D0EutVi
Gamma Ray,spotify:artist:6LZE884lDIsCSLHuTplfGp
South Rakkas,spotify:artist:6q1cTYLxZ05P2OSCqbuFCx
On An On,spotify:artist:3Topzt1UZCz8GQlP7Zsu0M
Fink,spotify:artist:2t9yJDJIEtvPmr2iRIdqBf
Active Child,spotify:artist:54KTsBl98buzGkELjGlnuU
Panama,spotify:artist:3W9UldYu0xJcaOAw2SUTDI
Sea Wolf,spotify:artist:3ZllGjNdP5pS8UFnT5Jj2x
ODESZA,spotify:artist:21mKp7DqtSNHhCAU2ugvUw
Amtrac,spotify:artist:3ifxHfYz2pqHku0bwx8H5J
Delta Spirit,spotify:artist:1xVWSPiw5B0OduIC0DSu3V
WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic
Jack Johnson,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3
Smallpools,spotify:artist:4iiQabGKtS2RtTKpVkrVTw
Sin Fang,spotify:artist:7xsi0kBJ58yWMu4WXFYPHU
Northern Faces,spotify:artist:3T1vRlHQmDvSQ3sLEh1CVH
Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq
Dave Matthews Band,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L
Beat Connection,spotify:artist:64xvudklMEbVYMBocLyHSn
Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j
Nelly,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw
Kaki King,spotify:artist:1s2pki7lATUaBOL76E3vCV
Rodrigo y Gabriela,spotify:artist:7vX3cMVyW8gtDA4y855ynF
Vitamin String Quartet,spotify:artist:6MERXsiRbur2oJZFgYRDKz
Bill Frisell,spotify:artist:3SONlwqLIP2GtaMh9pLYe5
Pickin' On Series,spotify:artist:6AEIKVwB27miPI3uJxM4Dw
WizKid,spotify:artist:3tVQdUvClmAT7URs9V3rsp
Tee Grizzley,spotify:artist:6AUl0ykLLpvTktob97x9hO
Wyclef Jean,spotify:artist:7aBzpmFXB4WWpPl2F7RjBe
Take a Daytrip,spotify:artist:3StB6ddX8vfwCGVD9HlNUw
Noah Carter,spotify:artist:2dfY7zXIP61MKHtD175hFp
Snakehips,spotify:artist:2FwJwEswyIUAljqgjNSHgP
Snootie Wild,spotify:artist:1YXg2Chm7UfZAUAkjJEpqK
K CAMP,spotify:artist:5bgfj5zUoWpyeVatGDjn6H
Snoop Dogg,spotify:artist:7hJcb9fa4alzcOq3EaNPoG
blackbear,spotify:artist:2cFrymmkijnjDg9SS92EPM
Grits,spotify:artist:6aUgzC0cMh0StjV7LyFEDr
Marc Goone,spotify:artist:7oCp2gudsdAtVrdhnpm5bc
Dukes of Daville,spotify:artist:6xVQFzXl0hkogjrLq0LaqQ
Wilderado,spotify:artist:1Tp7C6LzxZe9Mix6rn4zbI
Finish Ticket,spotify:artist:3RthMq3xfDQZl80cMEg1JQ
Will Joseph Cook,spotify:artist:3YO2a6i2cfdFbgxk2HDfPe
Jake McMullen,spotify:artist:0kBHkziT1rQpUBWW08p2dN
Oh Wonder,spotify:artist:5cIc3SBFuBLVxJz58W2tU9
The Head and the Heart,spotify:artist:0n94vC3S9c3mb2HyNAOcjg
Arkells,spotify:artist:3ShGiAyhxI6Rq3TknZ3gfk
CHVRCHES,spotify:artist:3CjlHNtplJyTf9npxaPl5w
Seven Lions,spotify:artist:6fcTRFpz0yH79qSKfof7lp
Ctznshp,spotify:artist:5uBCRspN4binVeq2cdyy8G
Noah And The Whale,spotify:artist:0aeLcja6hKzb7Uz2ou7ulP
The Barr Brothers,spotify:artist:4OyRutd80DZC22C4pl63l7
Sufjan Stevens,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c
Passenger,spotify:artist:0gadJ2b9A4SKsB1RFkBb66
George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j
Johnny Flynn,spotify:artist:1UQRtt7eHW6Bt4INNTUtb3
Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU
Vinyl Pinups,spotify:artist:6pbE0pacGL0MCKjJRnTnP8
COIN,spotify:artist:0ZxZlO7oWCSYMXhehpyMvE
Wild Cub,spotify:artist:5cTn7jRVGqTdmgMW75FIal
Atlas Genius,spotify:artist:42vg2T0Xg9yPaAgogJzoQH
Young Mister,spotify:artist:4NuiDXtUaaclXGNEPQYBBx
Declan McKenna,spotify:artist:2D4FOOOtWycb3Aw9nY5n3c
Little Comets,spotify:artist:7cfhZmKaLWzNLwHDxzugUH
Volcano Choir,spotify:artist:6gAtOqhriLzOzb3Qqmg5kO
Tall Heights,spotify:artist:1OVaGC0CDZaxjcPxclSNmp
Lewis Watson,spotify:artist:40ELTAg7Kg6vbWnlyx2n9R
St. Lucia,spotify:artist:5WId4o5jdGVhptNU0uqKxu
The Cadillac Three,spotify:artist:1nivFfWu6oXBFDNyVfFU5x
Grimes,spotify:artist:053q0ukIDRgzwTr4vNSwab
The Lumineers,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg
Creedence Clearwater Revival,spotify:artist:3IYUhFvPQItj6xySrBmZkd
Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K
Tom Petty and the Heartbreakers,spotify:artist:4tX2TplrkIP4v05BNC903e
Coasts,spotify:artist:5OgSr6wQteRu9jek5JvnDQ
Bad Suns,spotify:artist:0YhUSm86okLWldQVwJkLlP
The Middle East,spotify:artist:6imbHAlhHrFwtsOgqpeBK2
The Corcoran Brothers,spotify:artist:5q8kfHKWznpRbieARniXFh
Moby,spotify:artist:3OsRAKCvk37zwYcnzRf5XF
Dawin,spotify:artist:46GXASE9LHzyssNqKOInUu
Sam Burchfield,spotify:artist:2S8ft2HNlQ2Ox9ltQZM1A5
Trevor Hall,spotify:artist:3RMHexittaAZkf8zukkZB8
M83,spotify:artist:63MQldklfxkjYDoUE4Tppz
The Pass,spotify:artist:1YZ8Q9yDeYWrCDPFSz3crB
Pure Bathing Culture,spotify:artist:4WrK3qZXMjfwl0dQj09QSD
Saint Raymond,spotify:artist:1eIoJGCu3rShrRm2wfOhN8
Ansel Elgort,spotify:artist:59mjRp0i1B8oWSSMmGWJlJ
Bastille,spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc
Bleachers,spotify:artist:2eam0iDomRHGBypaDQLwWI
City and Colour,spotify:artist:74gcBzlQza1bSfob90yRhR
Dermot Kennedy,spotify:artist:5KNNVgR6LBIABRIomyCwKJ
Evan Wize,spotify:artist:1WgJj1pZBxWT9sqjFZZHLV
Generationals,spotify:artist:57MtJQ6Sc4tIxrXIhrqVJL
Graffiti6,spotify:artist:45q5PZHs50HeLBDRgio4GQ
Jack Symes,spotify:artist:3w86RIwTE80NR3m54obsgz
James Harris,spotify:artist:4UBYU2gjxGYZSG4k6RW32F
The Japanese House,spotify:artist:3IunaFjvNKj98JW89JYv9u
Kings of Leon,spotify:artist:2qk9voo8llSGYcZ6xrBzKx
LANY,spotify:artist:49tQo2QULno7gxHutgccqF
Luca Fogale,spotify:artist:3GKdEPHUSBp3iNT4SG2Med
Meadows,spotify:artist:5jN2q5MCOQJaBAYIF7Os4J
The National Parks,spotify:artist:2JMtxA2S9SNUlqBlkDtXm6
The Paper Kites,spotify:artist:79hrYiudVcFyyxyJW0ipTy
Victors,spotify:artist:163g9TCjTPJMjem8Iwv6iN
Josh Thompson,spotify:artist:4BuyNtIXCdb4fHesOdR3io
Jamey Johnson,spotify:artist:5yhxqYI0JBwUKfXpSEjiM8
Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw
Trace Adkins,spotify:artist:79FMDwzZQxHgSkIYBl3ODU
Easton Corbin,spotify:artist:070kGpqtESdDsLb3gdMIyx
Justin Moore,spotify:artist:30e8DmahrEamvLbFRPdWmk
Greg Bates,spotify:artist:2COi3lJPZHP2CjJBfofGwh
Moonshine Bandits,spotify:artist:7DBsiQxsZAKC5lHoRCdOFG
Big Smo,spotify:artist:7eRXja3QOjiMWRgkd5dYwo
Craig Campbell,spotify:artist:7tkwiWhGKSuQV8LwPWceWN
Chris Stapleton,spotify:artist:4YLtscXsxbVgi031ovDDdh
Corey Smith,spotify:artist:2Da6v0shOpKrOG07ZxonXo
Kid Rock,spotify:artist:7dOBabd5O4CvKrg4iriHTM
The Chainsmokers,spotify:artist:69GGBxA162lTqCwzJG5jLp
Sammy Adams,spotify:artist:1S9WGrK7SZfXXQtHBYzDle
Galantis,spotify:artist:4sTQVOfp9vEMCemLw50sbu
Kid Ink,spotify:artist:6KZDXtSj0SzGOV705nNeh3
Tech N9ne,spotify:artist:6UBA15slIuadJ8h2lPRPos
Junior,spotify:artist:3kAbsqyLtxTzhOBdfYc6Tq
Grouplove,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx
Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj
Preme,spotify:artist:0bdJZl7TDeiymDYzMJnVh2
Kirko Bangz,spotify:artist:2r8r62VGJKGi463aH1HJUZ
T-Pain,spotify:artist:3aQeKQSyrW4qWr35idm0cy
Tyga,spotify:artist:5LHRHt1k9lMyONurDHEdrp
Ester Dean,spotify:artist:0v2Y5jwtcv8LiWNTRls1KM
SonReal,spotify:artist:2OlZK0VIzr7wQYSrj9bOvF
Rich Homie Quan,spotify:artist:5lHRUCqkQZCIWeX7xG4sYT
